,TO,PTS,Ast%,Ast/100,Blk%,Blk/100,Box D-DPM,Box DPM,Box O-DPM,D-DPM,DPM,DPM Improvement,Experience,FG2%,FG3%,SEC,FG3A/100,FG3ARate%,FGA/100,FT%,FTA/100,FTARate%,O-DPM,Player,Reb/100,Stl%,Stl/100,Team,Tov/100,Usg%,MIN
98,2,20,6.40%,2.3,0.50%,0.5,0.1,0.5,0.4,0.5,0.8,1.2,Vet,53.20%,38.60%,0,9.7,82.70%,11.5,85.80%,1.5,14.40%,0.3,Reggie Bullock,6.7,1.20%,1.2,Dallas Mavericks,0.9,11.40%,25.0
107,2,0,6.90%,2.3,1.80%,1.6,0.7,-0.1,-0.8,1.3,0.7,1.3,Vet,55.10%,34.90%,0,10.4,80.10%,12.7,73.80%,2.7,23.10%,-0.7,Maxi Kleber,11.3,0.90%,0.9,Dallas Mavericks,1.4,14.80%,3.0
152,2,2,5.60%,2.0,0.90%,0.8,-0.7,-1.2,-0.5,0.1,0.1,-0.8,Vet,49.60%,36.30%,0,13.2,86.30%,14.9,83.60%,2.6,19.60%,0.0,Davis Bertans,7.3,1.10%,1.1,Dallas Mavericks,1.1,15.40%,7.0
174,2,4,10.10%,3.2,0.40%,0.3,-1.4,-1.0,0.4,-0.8,-0.1,-0.5,Vet,45.70%,34.80%,0,13.0,60.40%,21.0,76.90%,4.7,21.50%,0.8,Tim Hardaway Jr.,6.1,1.10%,1.1,Dallas Mavericks,1.5,22.20%,6.0
175,2,10,20.60%,7.1,0.50%,0.4,-0.9,-1.4,-0.5,-0.5,-0.1,-0.3,Vet,49.90%,32.40%,0,8.7,46.60%,18.7,76.40%,7.2,41.20%,0.4,Spencer Dinwiddie,6.2,1.20%,1.2,Dallas Mavericks,2.6,21.20%,8.0
196,1,10,8.70%,3.2,0.70%,0.6,1.0,0.1,-1.0,1.0,-0.3,0.9,Sophomore,55.30%,31.90%,0,6.7,53.40%,12.4,66.50%,2.4,19.50%,-1.2,Josh Green,7.3,2.00%,2.0,Dallas Mavericks,1.8,14.10%,19.0
198,1,4,6.00%,1.9,1.50%,1.3,0.3,-0.7,-1.0,0.8,-0.3,-0.1,Vet,53.10%,24.30%,0,2.0,14.20%,23.7,68.80%,8.9,29.70%,-1.1,Boban Marjanovic,17.5,0.70%,0.8,Dallas Mavericks,3.3,26.70%,2.0
214,0,8,17.10%,5.3,0.70%,0.6,-0.1,-1.5,-1.4,0.5,-0.4,0.0,Vet,44.70%,33.80%,0,7.6,45.50%,17.4,78.50%,3.2,17.80%,-1.0,Frank Ntilikina,6.0,2.00%,1.9,Dallas Mavericks,2.6,18.00%,16.0
312,0,0,7.80%,2.4,0.60%,0.6,-0.1,-1.7,-1.6,0.2,-1.3,-0.3,Vet,47.00%,34.50%,0,6.8,54.50%,12.6,77.10%,2.6,15.10%,-1.5,Sterling Brown,10.8,1.30%,1.3,Dallas Mavericks,1.9,13.70%,0.0
317,0,0,15.00%,4.8,0.70%,0.6,-0.1,-0.8,-0.7,-0.3,-1.3,1.1,Vet,46.30%,31.80%,0,9.9,71.20%,14.2,82.20%,3.5,25.40%,-1.0,Theo Pinson,7.1,1.60%,1.6,Dallas Mavericks,2.7,17.10%,0.0
400,0,0,8.50%,2.5,2.40%,2.0,-0.8,-2.2,-1.4,-0.3,-1.9,-0.9,Vet,53.50%,26.50%,0,3.2,17.20%,19.1,68.00%,6.9,36.20%,-1.6,Marquese Chriss,15.0,1.60%,1.6,Dallas Mavericks,2.8,20.90%,0.0
418,0,0,17.80%,5.5,0.30%,0.3,-1.7,-2.5,-0.8,-1.3,-2.0,-1.2,Vet,44.00%,34.10%,0,9.3,38.80%,24.2,79.10%,3.9,17.00%,-0.8,Trey Burke,4.4,1.60%,1.6,Dallas Mavericks,2.4,23.90%,0.0
476,0,0,8.80%,3.2,1.80%,1.8,-0.3,-2.6,-2.3,-0.3,-2.6,-0.1,Rookie,47.10%,27.80%,0,4.8,34.70%,14.7,69.70%,4.3,26.90%,-2.3,Moses Wright,10.7,1.30%,1.3,Dallas Mavericks,2.3,16.00%,0.0
